Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;PrÅfziffer-berechnungs-methode;Datensatz-nummer;énderungs-kennzeichen;Bankleitzahl-lîschung;Nachfolge-Bankleitzahl
12070024;2;Deutsche Bank Privat und GeschÑftskunden;16921;Pritzwalk;Deutsche Bank PGK Pritzwalk;21704;DEUTDEDB166;63;049784;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;14712;Rathenow;Deutsche Bank PGK Rathenow;21704;DEUTDEDB167;63;049785;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;01987;Schwarzheide;Deutsche Bank PGK Schwarzhe;21704;DEUTDEDB126;63;049786;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;16285;Schwedt/Oder;Deutsche Bank PGK Schwedt;21704;DEUTDEDB176;63;049787;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;15301;Seelow;Deutsche Bank PGK Seelow;21704;DEUTDEDB177;63;049788;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;01968;Senftenberg;Deutsche Bank PGK Senftenbe;21704;DEUTDEDB185;63;049789;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;03122;Spremberg;Deutsche Bank PGK Spremberg;21704;DEUTDEDB186;63;049790;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;15344;Strausberg;Deutsche Bank PGK Strausber;21704;DEUTDEDB178;63;049791;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;14513;Teltow;Deutsche Bank PGK Teltow;21704;DEUTDEDB127;63;049792;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;02931;Wei·wasser/O.L.;Deutsche Bank PGK Wei·wass;21704;DEUTDEDB189;63;049793;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;14542;Werder (Havel);Deutsche Bank PGK Werder;21704;DEUTDEDB168;63;049794;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;16901;Wittstock/Dosse;Deutsche Bank PGK Wittstock;21704;DEUTDEDB169;63;049795;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden;15801;Zossen;Deutsche Bank PGK Zossen;21704;DEUTDEDB124;63;049796;U;0;00000000
12070024;2;Deutsche Bank Privat und GeschÑftskunden F 704;14776;Brandenburg an der Havel;Deutsche Bank PGK Brandenbu;21704;DEUTDEDB161;63;049763;U;0;00000000
12070070;1;Deutsche Bank (Gf intern);14405;Potsdam;Deutsche Bank (Gf intern);;DEUTDEFFVAC;09;056253;U;0;00000000
12070088;1;Deutsche Bank (Gf intern);14405;Potsdam;Deutsche Bank (Gf intern);;DEUTDEDBPAL;09;056254;U;0;00000000
12080000;1;Commerzbank vormals Dresdner Bank Filiale Berlin II;10623;Berlin;Commerzbank Fil II Berlin;28120;DRESDEFF120;76;044797;U;0;00000000
12090640;1;apoBank;10625;Berlin;apoBank -ZV-Ost- Berlin;91050;DAAEDED1040;A4;046143;U;0;00000000
12096597;1;Sparda-Bank Berlin;10407;Berlin;Sparda-Bank Berlin;91055;GENODEF1S10;A8;045032;U;0;00000000
12096597;2;Sparda-Bank Berlin;03046;Cottbus;Sparda-Bank Berlin;91055;;A8;045025;U;0;00000000
12096597;2;Sparda-Bank Berlin;01099;Dresden;Sparda-Bank Berlin;91055;;A8;045026;U;0;00000000
12096597;2;Sparda-Bank Berlin;99084;Erfurt;Sparda-Bank Berlin;91055;;A8;045027;U;0;00000000
12096597;2;Sparda-Bank Berlin;17489;Greifswald, Hansestadt;Sparda-Bank Berlin;91055;;A8;045028;U;0;00000000
12096597;2;Sparda-Bank Berlin;06112;Halle (Saale);Sparda-Bank Berlin;91055;;A8;045029;U;0;00000000
12096597;2;Sparda-Bank Berlin;39104;Magdeburg;Sparda-Bank Berlin;91055;;A8;045030;U;0;00000000
12096597;2;Sparda-Bank Berlin;19053;Schwerin;Sparda-Bank Berlin;91055;;A8;045031;U;0;00000000
12096597;2;Sparda-Bank Berlin;04001;Leipzig;Sparda-Bank Berlin;91055;;A8;048390;U;0;00000000
12096597;2;Sparda-Bank Berlin;06449;Aschersleben;Sparda-Bank Berlin;91055;;A8;049483;U;0;00000000
12096597;2;Sparda-Bank Berlin;02625;Bautzen;Sparda-Bank Berlin;91055;;A8;049484;U;0;00000000
12096597;2;Sparda-Bank Berlin;18528;Bergen auf RÅgen;Sparda-Bank Berlin;91055;;A8;049485;U;0;00000000
12096597;2;Sparda-Bank Berlin;06406;Bernburg (Saale);Sparda-Bank Berlin;91055;;A8;049486;U;0;00000000
12096597;2;Sparda-Bank Berlin;14774;Brandenburg an der Havel;Sparda-Bank Berlin;91055;;A8;049487;U;0;00000000
12096597;2;Sparda-Bank Berlin;09111;Chemnitz;Sparda-Bank Berlin;91055;;A8;049488;U;0;00000000
12096597;2;Sparda-Bank Berlin;04509;Delitzsch;Sparda-Bank Berlin;91055;;A8;049489;U;0;00000000
12096597;2;Sparda-Bank Berlin;06849;Dessau-Ro·lau;Sparda-Bank Berlin;91055;;A8;049490;U;0;00000000
12096597;2;Sparda-Bank Berlin;99817;Eisenach;Sparda-Bank Berlin;91055;;A8;049491;U;0;00000000
12096597;2;Sparda-Bank Berlin;04895;Falkenberg;Sparda-Bank Berlin;91055;;A8;049492;U;0;00000000
12096597;2;Sparda-Bank Berlin;15230;Frankfurt (Oder);Sparda-Bank Berlin;91055;;A8;049493;U;0;00000000
12096597;2;Sparda-Bank Berlin;07545;Gera;Sparda-Bank Berlin;91055;;A8;049494;U;0;00000000
12096597;2;Sparda-Bank Berlin;02826;Gîrlitz;Sparda-Bank Berlin;91055;;A8;049495;U;0;00000000
12096597;2;Sparda-Bank Berlin;99867;Gotha;Sparda-Bank Berlin;91055;;A8;049496;U;0;00000000
12096597;2;Sparda-Bank Berlin;18273;GÅstrow;Sparda-Bank Berlin;91055;;A8;049497;U;0;00000000
12096597;2;Sparda-Bank Berlin;38820;Halberstadt;Sparda-Bank Berlin;91055;;A8;049498;U;0;00000000
12096597;2;Sparda-Bank Berlin;06886;Lutherstadt Wittenberg;Sparda-Bank Berlin;91055;;A8;049499;U;0;00000000
12096597;2;Sparda-Bank Berlin;98617;Meiningen;Sparda-Bank Berlin;91055;;A8;049500;U;0;00000000
12096597;2;Sparda-Bank Berlin;99724;Nordhausen;Sparda-Bank Berlin;91055;;A8;049501;U;0;00000000
12096597;2;Sparda-Bank Berlin;01796;Pirna;Sparda-Bank Berlin;91055;;A8;049502;U;0;00000000
12096597;2;Sparda-Bank Berlin;14473;Potsdam;Sparda-Bank Berlin;91055;;A8;049503;U;0;00000000
12096597;2;Sparda-Bank Berlin;01587;Riesa;Sparda-Bank Berlin;91055;;A8;049504;U;0;00000000
12096597;2;Sparda-Bank Berlin;18055;Rostock;Sparda-Bank Berlin;91055;;A8;049505;U;0;00000000
12096597;2;Sparda-Bank Berlin;07318;Saalfeld/Saale;Sparda-Bank Berlin;91055;;A8;049506;U;0;00000000
12096597;2;Sparda-Bank Berlin;39576;Stendal;Sparda-Bank Berlin;91055;;A8;049507;U;0;00000000
12096597;2;Sparda-Bank Berlin;18437;Stralsund;Sparda-Bank Berlin;91055;;A8;049508;U;0;00000000
12096597;2;Sparda-Bank Berlin;99423;Weimar;Sparda-Bank Berlin;91055;;A8;049509;U;0;00000000
12096597;2;Sparda-Bank Berlin;06667;Wei·enfels;Sparda-Bank Berlin;91055;;A8;049510;U;0;00000000
12096597;2;Sparda-Bank Berlin;19322;Wittenberge;Sparda-Bank Berlin;91055;;A8;049511;U;0;00000000
12096597;2;Sparda-Bank Berlin;08056;Zwickau;Sparda-Bank Berlin;91055;;A8;049512;U;0;00000000
12096597;2;Sparda-Bank Berlin;23966;Wismar;Sparda-Bank Berlin;91055;;A8;050525;U;0;00000000
12096597;2;Sparda-Bank Berlin;17033;Neubrandenburg;Sparda-Bank Berlin;91055;;A8;050526;U;0;00000000
13000000;1;Bundesbank;18004;Rostock;BBk Rostock;20130;MARKDEF1130;09;044864;U;0;00000000
13010111;1;SEB;18055;Rostock;SEB Rostock;25921;ESSEDE5F130;13;044886;U;0;00000000
13010111;2;SEB;19055;Schwerin;SEB Schwerin;25921;ESSEDE5F131;13;046595;U;0;00000000
13010111;2;SEB;23966;Wismar;SEB Wismar;25921;ESSEDE5F132;13;047497;U;0;00000000
13040000;1;Commerzbank;18006;Rostock;Commerzbank Rostock;24130;COBADEFFXXX;13;044861;U;0;00000000
13040000;2;Commerzbank;23951;Wismar;Commerzbank Wismar;24130;;13;046018;U;0;00000000
13040000;2;Commerzbank;18184;Roggentin;Commerzbank Roggentin;24130;;13;049525;U;0;00000000
13050000;1;Ostseesparkasse Rostock;18004;Rostock;Ostseesparkasse Rostock;51399;NOLADE21ROS;20;048659;U;0;00000000
13050000;2;Ostseesparkasse Rostock;18242;BÅtzow;Ostseesparkasse Rostock;51399;;20;045254;U;0;00000000
13050000;2;Ostseesparkasse Rostock;18262;GÅstrow;Ostseesparkasse Rostock;51399;;20;045255;U;0;00000000
13050000;2;Ostseesparkasse Rostock;17161;Teterow;Ostseesparkasse Rostock;51399;;20;045264;U;0;00000000
13050000;2;Ostseesparkasse Rostock;18201;Bad Doberan;Ostseesparkasse Rostock;51399;;20;045789;U;0;00000000
13051042;1;Sparkasse Vorpommern auf RÅgen;18525;Bergen auf RÅgen;Spk Vorpommern auf RÅgen;51303;NOLADE21RUE;C0;045242;U;0;00000000
13061008;1;Volksbank Wolgast;17438;Wolgast;Volksbank Wolgast;61260;GENODEF1WOG;32;045675;U;0;00000000
13061008;2;Volksbank Wolgast (Gf P2);17438;Wolgast;Volksbank Wolgast;71260;;32;053670;U;0;00000000
13061028;1;Volksbank Raiffeisenbank ehem VB Greifswald;17462;Greifswald, Hansestadt;Volksbank Raiffeisenbank;61279;GENODEF1GW1;32;045676;U;1;00000000
13061078;1;Volks- und Raiffeisenbank;23952;Wismar;VB u Raiffbk;61286;GENODEF1HWI;32;045680;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;18225;KÅhlungsborn;VB u Raiffbk;61286;;32;045017;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;23923;Schînberg;VB u Raiffbk;61286;;32;046578;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;23948;KlÅtz;VB u Raiffbk;61286;;32;046632;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;18233;Neubukow;VB u Raiffbk;61286;;32;046636;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;23932;GrevesmÅhlen;VB u Raiffbk;61286;;32;049751;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;23996;Bobitz;VB u Raiffbk;61286;;32;050955;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;23974;Neuburg;VB u Raiffbk;61286;;32;050956;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;23992;Neukloster;VB u Raiffbk;61286;;32;050957;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;23999;Insel Poel;VB u Raiffbk;61286;;32;051126;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;19205;Gadebusch;VB u Raiffbk;61286;;32;052785;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;19209;LÅtzow;VB u Raiffbk;61286;;32;053064;U;0;00000000
13061078;2;Volks- und Raiffeisenbank;19217;Rehna;VB u Raiffbk;61286;;32;053065;U;0;00000000
13061078;2;Volks- und Raiffeisenbank (Gf P2);23952;Wismar;VB u Raiffbk;71286;;32;053671;U;0;00000000
13061088;1;Raiffeisenbank Wismar -alt-;23952;Wismar;VB u Raiffbk -alt-;61315;GENODEF1HWR;32;045681;U;1;13061078
13061128;1;Raiffeisenbank;18209;Bad Doberan;Raiffeisenbank Bad Doberan;61288;GENODEF1DBR;32;045683;U;1;14061308
13061128;2;Raiffeisenbank (Gf P2);18202;Bad Doberan;Raiffeisenbank Bad Doberan;71288;;32;053672;U;0;00000000
13070000;1;Deutsche Bank;18002;Rostock;Deutsche Bank Rostock;27707;DEUTDEBRXXX;63;044862;U;0;00000000
13070000;2;Deutsche Bank;17381;Anklam;Deutsche Bank Anklam;27707;DEUTDEBB151;63;046171;U;0;00000000
13070000;2;Deutsche Bank;18201;Bad Doberan;Deutsche Bank Bad Doberan;27707;DEUTDEBR131;63;046172;U;0;00000000
13070000;2;Deutsche Bank;18521;Bergen auf RÅgen;Deutsche Bank Bergen RÅgen;27707;DEUTDEBR133;63;046173;U;0;00000000
13070000;2;Deutsche Bank;18241;BÅtzow;Deutsche Bank BÅtzow;27707;DEUTDEBB130;63;046174;U;0;00000000
13070000;2;Deutsche Bank;17101;Demmin, Hansestadt;Deutsche Bank Demmin;27707;DEUTDEBB131;63;046175;U;0;00000000
13070000;2;Deutsche Bank;17462;Greifswald, Hansestadt;Deutsche Bank Greifswald;27707;DEUTDEBR134;63;046176;U;0;00000000
13070000;2;Deutsche Bank;23932;GrevesmÅhlen;Deutsche Bank GrevesmÅhlen;27707;;63;046177;U;0;00000000
13070000;2;Deutsche Bank;18502;Grimmen;Deutsche Bank Grimmen;27707;DEUTDEBR135;63;046178;U;0;00000000
13070000;2;Deutsche Bank;18262;GÅstrow;Deutsche Bank GÅstrow;27707;DEUTDEBB141;63;046179;U;0;00000000
13070000;2;Deutsche Bank;19221;Hagenow;Deutsche Bank Hagenow;27707;DEUTDEBB142;63;046180;U;0;00000000
13070000;2;Deutsche Bank;19281;Ludwigslust;Deutsche Bank Ludwigslust;27707;DEUTDEBB143;63;046181;U;0;00000000
13070000;2;Deutsche Bank;19381;LÅbz;Deutsche Bank LÅbz;27707;DEUTDEBB144;63;046182;U;0;00000000
13070000;2;Deutsche Bank;17132;Malchin;Deutsche Bank Malchin;27707;DEUTDEBB152;63;046183;U;0;00000000
13070000;2;Deutsche Bank;17036;Neubrandenburg;Deutsche Bank Neubrandenbg;27707;DEUTDEBB150;63;046184;U;0;00000000
13070000;2;Deutsche Bank;17225;Neustrelitz;Deutsche Bank Neustrelitz;27707;DEUTDEBB153;63;046185;U;0;00000000
13070000;2;Deutsche Bank;17281;Prenzlau;Deutsche Bank Prenzlau;27707;DEUTDEBB154;63;046186;U;0;00000000
13070000;2;Deutsche Bank;18311;Ribnitz-Damgarten;Deutsche Bank Ribnitz-Damgt;27707;DEUTDEBR136;63;046187;U;0;00000000
13070000;2;Deutsche Bank;19002;Schwerin;Deutsche Bank Schwerin;27707;DEUTDEBB140;63;046189;U;0;00000000
13070000;2;Deutsche Bank;18401;Stralsund;Deutsche Bank Stralsund;27707;DEUTDEBR138;63;046190;U;0;00000000
13070000;2;Deutsche Bank;17261;Templin;Deutsche Bank Templin;27707;DEUTDEBB155;63;046191;U;0;00000000
13070000;2;Deutsche Bank;17161;Teterow;Deutsche Bank Teterow;27707;DEUTDEBB156;63;046192;U;0;00000000
13070000;2;Deutsche Bank;17351;Torgelow;Deutsche Bank Torgelow;27707;DEUTDEBB179;63;046193;U;0;00000000
13070000;2;Deutsche Bank;23951;Wismar;Deutsche Bank Wismar;27707;DEUTDEBB148;63;046194;U;0;00000000
13070000;2;Deutsche Bank;19313;Wittenberge;Deutsche Bank Wittenberge;27707;DEUTDEBB149;63;046195;U;0;00000000
13070000;2;Deutsche Bank;17438;Wolgast;Deutsche Bank Wolgast;27707;DEUTDEBB159;63;046196;U;0;00000000
13070000;2;Deutsche Bank;19205;Gadebusch;Deutsche Bank Gadebusch;27707;DEUTDEBB132;63;048441;U;0;00000000
13070000;2;Deutsche Bank;19370;Parchim;Deutsche Bank Parchim;27707;DEUTDEBB145;63;048442;U;0;00000000
13070000;2;Deutsche Bank;19348;Perleberg;Deutsche Bank Perleberg;27707;DEUTDEBB146;63;048443;U;0;00000000
13070000;2;Deutsche Bank;19395;Plau am See;Deutsche Bank Plau;27707;DEUTDEBB147;63;048444;U;0;00000000
13070000;2;Deutsche Bank;17153;Stavenhagen, Reuterstadt;Deutsche Bk Reuterst Stvnhg;27707;;63;048445;U;0;00000000
13070000;2;Deutsche Bank;18546;Sassnitz;Deutsche Bank Sassnitz;27707;DEUTDEBR137;63;048446;U;0;00000000
13070000;2;Deutsche Bank;17192;Waren (MÅritz);Deutsche Bank Waren;27707;DEUTDEBB158;63;048447;U;0;00000000
13070000;2;Deutsche Bank;17373;UeckermÅnde;Deutsche Bank UeckermÅnde;27707;DEUTDEBB157;63;048516;U;0;00000000
13070000;2;Deutsche Bank;18356;Barth;Deutsche Bank Barth;27707;DEUTDEBR132;63;048517;U;0;00000000
13070024;1;Deutsche Bank Privat und GeschÑftskunden;18002;Rostock;Deutsche Bank PGK Rostock;21707;DEUTDEDBROS;63;049820;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17381;Anklam;Deutsche Bank PGK Anklam;21707;DEUTDEDB151;63;049797;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;18201;Bad Doberan;Deutsche Bank PGK Bad Dober;21707;DEUTDEDB131;63;049798;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;18356;Barth;Deutsche Bank PGK Barth;21707;;63;049799;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;18521;Bergen auf RÅgen;Deutsche Bank PGK Bergen RÅ;21707;DEUTDEDB133;63;049800;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;18241;BÅtzow;Deutsche Bank PGK BÅtzow;21707;DEUTDEDB130;63;049801;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17101;Demmin, Hansestadt;Deutsche Bank PGK Demmin;21707;DEUTDEDB128;63;049802;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;19205;Gadebusch;Deutsche Bank PGK Gadebusch;21707;DEUTDEDB132;63;049803;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17462;Greifswald, Hansestadt;Deutsche Bank PGK Greifswal;21707;DEUTDEDB134;63;049804;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;23932;GrevesmÅhlen;Deutsche Bank PGK GrevesmÅh;21707;;63;049805;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;18502;Grimmen;Deutsche Bank PGK Grimmen;21707;DEUTDEDB135;63;049806;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;18262;GÅstrow;Deutsche Bank PGK GÅstrow;21707;DEUTDEDB141;63;049807;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;19221;Hagenow;Deutsche Bank PGK Hagenow;21707;DEUTDEDB142;63;049808;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;19281;Ludwigslust;Deutsche Bank PGK Ludwigslu;21707;DEUTDEDB143;63;049809;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;19381;LÅbz;Deutsche Bank PGK LÅbz;21707;DEUTDEDB144;63;049810;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17132;Malchin;Deutsche Bank PGK Malchin;21707;DEUTDEDB152;63;049811;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17033;Neubrandenburg;Deutsche Bank PGK Neubrande;21707;DEUTDEDB150;63;049812;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17225;Neustrelitz;Deutsche Bank PGK Neustreli;21707;DEUTDEDB153;63;049813;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;19370;Parchim;Deutsche Bank PGK Parchim;21707;DEUTDEDB145;63;049814;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;19348;Perleberg;Deutsche Bank PGK Perleberg;21707;DEUTDEDB146;63;049815;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;19395;Plau am See;Deutsche Bank PGK Plau;21707;DEUTDEDB147;63;049816;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17281;Prenzlau;Deutsche Bank PGK Prenzlau;21707;DEUTDEDB154;63;049817;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17153;Stavenhagen, Reuterstadt;Deutsche Bank PGK Reutersta;21707;;63;049818;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;18311;Ribnitz-Damgarten;Deutsche Bank PGK Ribnitz-D;21707;DEUTDEDB136;63;049819;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;18546;Sassnitz;Deutsche Bank PGK Sassnitz;21707;DEUTDEDB137;63;049821;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;19002;Schwerin;Deutsche Bank PGK Schwerin;21707;DEUTDEDB140;63;049822;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;18401;Stralsund;Deutsche Bank PGK Stralsund;21707;DEUTDEDB138;63;049823;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17261;Templin;Deutsche Bank PGK Templin;21707;DEUTDEDB155;63;049824;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17161;Teterow;Deutsche Bank PGK Teterow;21707;DEUTDEDB156;63;049825;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17351;Torgelow;Deutsche Bank PGK Torgelow;21707;DEUTDEDB179;63;049826;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17373;UeckermÅnde;Deutsche Bank PGK UeckermÅn;21707;DEUTDEDB157;63;049827;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17192;Waren (MÅritz);Deutsche Bank PGK Waren;21707;DEUTDEDB158;63;049828;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;23951;Wismar;Deutsche Bank PGK Wismar;21707;DEUTDEDB148;63;049829;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;19313;Wittenberge;Deutsche Bank PGK Wittenber;21707;DEUTDEDB149;63;049830;U;0;00000000
13070024;2;Deutsche Bank Privat und GeschÑftskunden;17438;Wolgast;Deutsche Bank PGK Wolgast;21707;DEUTDEDB159;63;049831;U;0;00000000
13080000;1;Commerzbank vormals Dresdner Bank;18010;Rostock;Commerzbank Rostock;28130;DRESDEFF130;76;044863;U;0;00000000
13090000;1;Rostocker Volks- und Raiffeisenbank;18003;Rostock;Rostocker VR Bank;91063;GENODEF1HR1;32;050596;U;0;00000000
13090000;2;Rostocker Volks- und Raiffeisenbank (Gf P2);18003;Rostock;Rostocker VR Bank;81063;;32;053673;U;0;00000000
13091054;1;Pommersche Volksbank;18439;Stralsund;Pommersche Volksbank;91054;GENODEF1HST;32;045009;U;0;00000000
13091054;2;Pommersche Volksbank (Gf P2);18401;Stralsund;Pommersche Volksbank;81054;;32;053674;U;0;00000000
13091084;1;Volksbank Wismar -alt-;23952;Wismar;VB u Raiffbk -alt-;;GENODEF1HWV;06;045015;U;1;13061078
14040000;1;Commerzbank;19055;Schwerin;Commerzbank Schwerin;24140;COBADEFFXXX;13;046008;U;0;00000000
14040000;2;Commerzbank;19361;Parchim;Commerzbank Parchim;24140;;13;056036;U;0;00000000
14051000;1;Sparkasse Mecklenburg-Nordwest;23951;Wismar;Spk Mecklenburg-Nordwest;51499;NOLADE21WIS;20;048818;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;19217;Rehna;Spk Mecklenburg-Nordwest;51499;;20;048244;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;23996;Bad Kleinen;Spk Mecklenburg-Nordwest;51499;;20;048824;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;23946;Ostseebad Boltenhagen;Spk Mecklenburg-Nordwest;51499;;20;048825;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;23942;Dassow;Spk Mecklenburg-Nordwest;51499;;20;048826;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;23972;Dorf Mecklenburg;Spk Mecklenburg-Nordwest;51499;;20;048827;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;19205;Gadebusch;Spk Mecklenburg-Nordwest;51499;;20;048828;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;23936;GrevesmÅhlen;Spk Mecklenburg-Nordwest;51499;;20;048829;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;19417;Warin;Spk Mecklenburg-Nordwest;51499;;20;048830;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;23923;Herrnburg;Spk Mecklenburg-Nordwest;51499;;20;048831;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;23948;KlÅtz;Spk Mecklenburg-Nordwest;51499;;20;048833;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;19209;LÅtzow;Spk Mecklenburg-Nordwest;51499;;20;048834;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;23992;Neukloster;Spk Mecklenburg-Nordwest;51499;;20;048835;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;23923;Schînberg;Spk Mecklenburg-Nordwest;51499;;20;048836;U;0;00000000
14051000;2;Sparkasse Mecklenburg-Nordwest;23923;Selmsdorf;Spk Mecklenburg-Nordwest;51499;;20;048837;U;0;00000000
14051362;1;Sparkasse Parchim-LÅbz;19370;Parchim;Sparkasse Parchim-LÅbz;51404;NOLADE21PCH;20;045251;M;0;00000000
14051362;2;Sparkasse Parchim-LÅbz;19386;LÅbz;Sparkasse Parchim-LÅbz;51404;;20;045252;D;0;00000000
14051462;1;Sparkasse Schwerin -alt-;19053;Schwerin;Sparkasse Schwerin -alt-;51409;NOLADE21SNS;C0;045246;U;0;00000000
14052000;1;Sparkasse Mecklenburg-Schwerin;19053;Schwerin;Spk Mecklenburg-Schwerin;51498;NOLADE21LWL;20;048910;U;0;00000000
14052000;2;Sparkasse Mecklenburg-Schwerin;19251;Boizenburg;Spk Mecklenburg-Schwerin;51498;;20;048252;U;0;00000000
14052000;2;Sparkasse Mecklenburg-Schwerin;19249;LÅbtheen;Spk Mecklenburg-Schwerin;51498;;20;048253;U;0;00000000
14052000;2;Sparkasse Mecklenburg-Schwerin;19260;Vellahn;Spk Mecklenburg-Schwerin;51498;;20;048256;U;0;00000000
14052000;2;Sparkasse Mecklenburg-Schwerin;19241;Wittenburg;Spk Mecklenburg-Schwerin;51498;;20;048257;U;0;00000000
14052000;2;Sparkasse Mecklenburg-Schwerin;19246;Zarrentin am Schaalsee;Spk Mecklenburg-Schwerin;51498;;20;048258;U;0;00000000
14052000;2;Sparkasse Mecklenburg-Schwerin;19303;Dîmitz;Spk Mecklenburg-Schwerin;51498;;20;048310;U;0;00000000
14052000;2;Sparkasse Mecklenburg-Schwerin;19300;Grabow;Spk Mecklenburg-Schwerin;51498;;20;048311;U;0;00000000
