Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;PrÅfziffer-berechnungs-methode;Datensatz-nummer;énderungs-kennzeichen;Bankleitzahl-lîschung;Nachfolge-Bankleitzahl
79050000;2;Sparkasse Mainfranken WÅrzburg;97289;ThÅngen;Spk Mainfranken;57224;;00;008151;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97353;Wiesentheid;Spk Mainfranken;57224;;00;008172;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97225;Zellingen;Spk Mainfranken;57224;;00;008227;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97299;Zell a. Main;Spk Mainfranken;57224;;00;008228;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97209;Veitshîchheim;Spk Mainfranken;57224;;00;008306;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97332;Volkach;Spk Mainfranken;57224;;00;008316;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97857;Urspringen;Spk Mainfranken;57224;;00;008339;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97753;Karlstadt;Spk Mainfranken;57224;;00;008575;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97246;Eibelstadt;Spk Mainfranken;57224;;00;008891;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97839;Esselbach;Spk Mainfranken;57224;;00;008928;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97907;Hasloch;Spk Mainfranken;57224;;00;008960;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97264;Helmstadt;Spk Mainfranken;57224;;00;008988;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97204;Hîchberg;Spk Mainfranken;57224;;00;009015;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97232;Giebelstadt;Spk Mainfranken;57224;;00;009019;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97218;Gerbrunn;Spk Mainfranken;57224;;00;009026;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97732;GemÅnden a. Main;Spk Mainfranken;57224;;00;009031;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97892;Kreuzwertheim;Spk Mainfranken;57224;;00;009100;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97268;Kirchheim;Spk Mainfranken;57224;;00;009132;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97840;Hafenlohr;Spk Mainfranken;57224;;00;009192;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97199;Ochsenfurt;Spk Mainfranken;57224;;00;009249;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97791;Obersinn;Spk Mainfranken;57224;;00;009259;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97337;Dettelbach;Spk Mainfranken;57224;;00;009567;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97318;Kitzingen;Spk Mainfranken;57224;;00;009582;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97346;Iphofen;Spk Mainfranken;57224;;00;009618;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97340;Marktbreit;Spk Mainfranken;57224;;00;009658;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97350;Mainbernheim;Spk Mainfranken;57224;;00;009663;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97854;Steinfeld;Spk Mainfranken;57224;;00;010570;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97801;Lohr a. Main;Spk Mainfranken;57224;;00;010576;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97846;Partenstein;Spk Mainfranken;57224;;00;010630;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97859;Wiesthal;Spk Mainfranken;57224;;00;010644;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97828;Marktheidenfeld;Spk Mainfranken;57224;;00;010659;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97833;Frammersbach;Spk Mainfranken;57224;;00;010748;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97252;Frickenhausen a. Main;Spk Mainfranken;57224;;00;010771;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97834;Birkenfeld;Spk Mainfranken;57224;;00;010864;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97773;Aura i. Sinngrund;Spk Mainfranken;57224;;00;010919;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97239;Aub;Spk Mainfranken;57224;;00;010952;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97450;Arnstein;Spk Mainfranken;57224;;00;010959;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97775;Burgsinn;Spk Mainfranken;57224;;00;010971;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97270;Kist;Spk Mainfranken;57224;;00;033317;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97297;WaldbÅttelbrunn;Spk Mainfranken;57224;;00;034411;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97320;Gro·langheim;Spk Mainfranken;57224;;00;034613;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97355;Kleinlangheim;Spk Mainfranken;57224;;00;034614;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97320;Mainstockheim;Spk Mainfranken;57224;;00;034615;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97342;Marktsteft;Spk Mainfranken;57224;;00;034616;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97359;Schwarzach a. Main;Spk Mainfranken;57224;;00;035243;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97291;ThÅngersheim;Spk Mainfranken;57224;;00;035641;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97342;Obernbreit;Spk Mainfranken;57224;;00;035855;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97274;Leinach;Spk Mainfranken;57224;;00;035880;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97230;Estenfeld;Spk Mainfranken;57224;;00;037640;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97265;Hettstadt;Spk Mainfranken;57224;;00;037653;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;96160;Geiselwind;Spk Mainfranken;57224;;00;039252;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97271;Kleinrinderfeld;Spk Mainfranken;57224;;00;039681;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97348;Markt Einersheim;Spk Mainfranken;57224;;00;039683;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97836;Bischbrunn;Spk Mainfranken;57224;;00;041018;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97241;Bergtheim;Spk Mainfranken;57224;;00;041127;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97348;Rîdelsee;Spk Mainfranken;57224;;00;041130;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97320;Albertshofen;Spk Mainfranken;57224;;00;041192;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97276;Margetshîchheim;Spk Mainfranken;57224;;00;041228;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97295;Waldbrunn;Spk Mainfranken;57224;;00;041537;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97261;GÅntersleben;Spk Mainfranken;57224;;00;042192;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97249;Eisingen;Spk Mainfranken;57224;;00;042494;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97282;Retzstadt;Spk Mainfranken;57224;;00;043669;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97267;Himmelstadt;Spk Mainfranken;57224;;00;043670;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97273;KÅrnach;Spk Mainfranken;57224;;00;043701;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97253;Gaukînigshofen;Spk Mainfranken;57224;;00;043706;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97288;Theilheim;Spk Mainfranken;57224;;00;044695;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97292;Uettingen;Spk Mainfranken;57224;;00;046455;U;0;00000000
79050000;2;Sparkasse Mainfranken WÅrzburg;97780;Gîssenheim;Spk Mainfranken;57224;;00;047479;U;0;00000000
79061000;1;Raiffeisenbank-alt-;97195;Ochsenfurt;Raiffbk Ochsenfurt -alt-;67040;GENODEF1OCH;88;024557;U;0;00000000
79061000;2;Raiffeisenbank (Gf P2);97195;Ochsenfurt;Raiffeisenbank Ochsenfurt;77040;;88;054797;U;0;00000000
79061000;2;Raiffeisenbank Ochsenfurt;97252;Frickenhausen a. Main;Raiffeisenbank Ochsenfurt;67040;;88;024582;U;0;00000000
79061000;2;Raiffeisenbank Ochsenfurt;97340;Marktbreit;Raiffeisenbank Ochsenfurt;67040;;88;024612;U;0;00000000
79061000;2;Raiffeisenbank Ochsenfurt;97286;Sommerhausen;Raiffeisenbank Ochsenfurt;67040;;88;024936;U;0;00000000
79061000;2;Raiffeisenbank Ochsenfurt;97286;Winterhausen;Raiffeisenbank Ochsenfurt;67040;;88;025029;U;0;00000000
79061000;2;Raiffeisenbank Ochsenfurt;97285;Rîttingen;Raiffeisenbank Ochsenfurt;67040;;88;027288;U;0;00000000
79061000;2;Raiffeisenbank Ochsenfurt;97239;Aub;Raiffeisenbank Ochsenfurt;67040;;88;027337;U;0;00000000
79061000;2;Raiffeisenbank Ochsenfurt;97246;Eibelstadt;Raiffeisenbank Ochsenfurt;67040;;88;027406;U;0;00000000
79061000;2;Raiffeisenbank Ochsenfurt;97255;Gelchsheim;Raiffeisenbank Ochsenfurt;67040;;88;027457;U;0;00000000
79061000;2;Raiffeisenbank Ochsenfurt;97232;Giebelstadt;Raiffeisenbank Ochsenfurt;67040;;88;032371;U;0;00000000
79062106;1;Raiffeisenbank;97754;Hammelburg;Raiffbk Hammelburg;67084;GENODEF1HAB;88;029277;U;0;00000000
79062106;2;Raiffeisenbank (Gf P2);97754;Hammelburg;Raiffbk Hammelburg;77084;;88;054799;U;0;00000000
79062106;2;Raiffeisenbank Hammelburg;97727;Fuchsstadt;Raiffbk Hammelburg;67084;;88;024588;U;0;00000000
79062106;2;Raiffeisenbank Hammelburg;97797;Wartmannsroth;Raiffbk Hammelburg;67084;;88;025009;U;0;00000000
79062106;2;Raiffeisenbank Hammelburg;97725;Elfershausen;Raiffbk Hammelburg;67084;;88;026851;U;0;00000000
79062106;2;Raiffeisenbank Hammelburg;97717;Euerdorf;Raiffbk Hammelburg;67084;;88;032210;U;0;00000000
79063060;1;Raiffeisenbank Estenfeld-Bergtheim;97230;Estenfeld;Raiffbk Estenfeld-Bergtheim;68052;GENODEF1EFD;88;024564;U;0;00000000
79063060;2;Raiffeisenbank Estenfeld-Bergtheim;97273;KÅrnach;Raiffbk Estenfeld-Bergtheim;68052;;88;024737;U;0;00000000
79063060;2;Raiffeisenbank Estenfeld-Bergtheim;97294;Unterpleichfeld;Raiffbk Estenfeld-Bergtheim;68052;;88;024994;U;0;00000000
79063060;2;Raiffeisenbank Estenfeld-Bergtheim;97241;Oberpleichfeld;Raiffbk Estenfeld-Bergtheim;68052;;88;050889;U;0;00000000
79063060;2;Raiffeisenbank Estenfeld-Bergtheim;97262;Hausen b. WÅrzburg;Raiffbk Estenfeld-Bergtheim;68052;;88;050890;U;0;00000000
79063060;2;Raiffeisenbank Estenfeld-Bergtheim;97241;Bergtheim;Raiffbk Estenfeld-Bergtheim;68052;;88;050892;U;0;00000000
79063060;2;Raiffeisenbank Estenfeld-Bergtheim (Gf P2);97230;Estenfeld;Raiffbk Estenfeld-Bergtheim;78052;;88;054800;U;0;00000000
79063122;1;Raiffeisenbank Hîchberg;97201;Hîchberg;Raiffeisenbank Hîchberg;67107;GENODEF1HBG;88;027564;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg;97259;Greu·enheim;Raiffeisenbank Hîchberg;67107;;88;024620;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg;97264;Helmstadt;Raiffeisenbank Hîchberg;67107;;88;024658;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg;97292;Holzkirchen;Raiffeisenbank Hîchberg;67107;;88;024686;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg;97277;Neubrunn;Raiffeisenbank Hîchberg;67107;;88;024798;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg;97292;Uettingen;Raiffeisenbank Hîchberg;67107;;88;024979;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg;97295;Waldbrunn;Raiffeisenbank Hîchberg;67107;;88;025004;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg;97271;Kleinrinderfeld;Raiffeisenbank Hîchberg;67107;;88;026910;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg;97249;Eisingen;Raiffeisenbank Hîchberg;67107;;88;027409;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg;97270;Kist;Raiffeisenbank Hîchberg;67107;;88;027618;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg;97297;WaldbÅttelbrunn;Raiffeisenbank Hîchberg;67107;;88;027975;U;0;00000000
79063122;2;Raiffeisenbank Hîchberg (Gf P2);97201;Hîchberg;Raiffeisenbank Hîchberg;77107;;88;054801;U;0;00000000
79065028;1;VR-Bank Bad Kissingen-Bad BrÅckenau;97670;Bad Kissingen;VR-Bank Bad Kissingen;68122;GENODEF1BRK;88;027381;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau;97705;Burkardroth;VR-Bank Bad Kissingen;68122;;88;024598;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau;97657;Sandberg;VR-Bank Bad Kissingen;68122;;88;026834;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau;97763;Bad BrÅckenau;VR-Bank Bad Kissingen;68122;;88;027349;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau;97795;Schondra;VR-Bank Bad Kissingen;68122;;88;027879;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau;97772;Wildflecken;VR-Bank Bad Kissingen;68122;;88;028010;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau;97708;Bad Bocklet;VR-Bank Bad Kissingen;68122;;88;029200;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau;97786;Motten;VR-Bank Bad Kissingen;68122;;88;029446;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau;97724;Burglauer;VR-Bank Bad Kissingen;68122;;88;051744;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau;97714;Oerlenbach;VR-Bank Bad Kissingen;68122;;88;051746;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau;97702;MÅnnerstadt;VR-Bank Bad Kissingen;68122;;88;051747;U;0;00000000
79065028;2;VR-Bank Bad Kissingen-Bad BrÅckenau (Gf P2);97670;Bad Kissingen;VR-Bank Bad Kissingen;78122;;88;054802;U;0;00000000
79066082;1;Raiffeisenbank -alt-;97237;Altertheim;Raiffeisenbk Altertheim-alt;68084;GENODEF1AHE;88;027736;U;1;00000000
79066082;2;Raiffeisenbank (Gf P2);97237;Altertheim;Raiffeisenbank Altertheim;78084;;88;054804;U;0;00000000
79069001;1;Raiffeisenbank Volkach-Wiesentheid;97351;Wiesentheid;Raiffbk Volkach-Wiesentheid;67123;GENODEF1WED;88;032566;U;0;00000000
79069001;2;Raiffeisenbank Volkach-Wiesentheid;97355;Abtswind;Raiffbk Volkach-Wiesentheid;67123;;88;024421;U;0;00000000
79069001;2;Raiffeisenbank Volkach-Wiesentheid;97357;Prichsenstadt;Raiffbk Volkach-Wiesentheid;67123;;88;024863;U;0;00000000
79069001;2;Raiffeisenbank Volkach-Wiesentheid;97355;Wiesenbronn;Raiffbk Volkach-Wiesentheid;67123;;88;027046;U;0;00000000
79069001;2;Raiffeisenbank Volkach-Wiesentheid;97355;RÅdenhausen;Raiffbk Volkach-Wiesentheid;67123;;88;027300;U;0;00000000
79069001;2;Raiffeisenbank Volkach-Wiesentheid;97537;Wipfeld;Raiffbk Volkach-Wiesentheid;67123;;88;053142;U;0;00000000
79069001;2;Raiffeisenbank Volkach-Wiesentheid;97509;Kolitzheim;Raiffbk Volkach-Wiesentheid;67123;;88;053143;U;0;00000000
79069001;2;Raiffeisenbank Volkach-Wiesentheid;97247;Eisenheim;Raiffbk Volkach-Wiesentheid;67123;;88;053144;U;0;00000000
79069001;2;Raiffeisenbank Volkach-Wiesentheid;97279;Prosselsheim;Raiffbk Volkach-Wiesentheid;67123;;88;053145;U;0;00000000
79069001;2;Raiffeisenbank Volkach-Wiesentheid;97326;Volkach;Raiffbk Volkach-Wiesentheid;67123;;88;053146;U;0;00000000
79069001;2;Raiffeisenbank Volkach-Wiesentheid (Gf P2);97351;Wiesentheid;Raiffbk Volkach-Wiesentheid;77123;;88;054805;U;0;00000000
79069010;1;VR-Bank Schweinfurt;97421;Schweinfurt;VR-Bank Schweinfurt;67135;GENODEF1ATE;88;024436;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97222;Rimpar;VR-Bank Schweinfurt;67135;;88;024619;D;0;00000000
79069010;2;VR-Bank Schweinfurt;97762;Hammelburg;VR-Bank Schweinfurt;67135;;88;026642;D;0;00000000
79069010;2;VR-Bank Schweinfurt;97776;Eu·enheim;VR-Bank Schweinfurt;67135;;88;027756;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97450;Arnstein;VR-Bank Schweinfurt;67135;;88;051834;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97523;Schwanfeld;VR-Bank Schweinfurt;67135;;88;053278;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97440;Werneck;VR-Bank Schweinfurt;67135;;88;053279;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97534;Waigolshausen;VR-Bank Schweinfurt;67135;;88;053280;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97505;Geldersheim;VR-Bank Schweinfurt;67135;;88;055480;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97469;Gochsheim;VR-Bank Schweinfurt;67135;;88;055481;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97506;Grafenrheinfeld;VR-Bank Schweinfurt;67135;;88;055482;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97508;Grettstadt;VR-Bank Schweinfurt;67135;;88;055483;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97464;Niederwerrn;VR-Bank Schweinfurt;67135;;88;055484;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97490;Poppenhausen;VR-Bank Schweinfurt;67135;;88;055485;D;0;00000000
79069010;2;VR-Bank Schweinfurt;97520;Rîthlein;VR-Bank Schweinfurt;67135;;88;055486;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97453;Schonungen;VR-Bank Schweinfurt;67135;;88;055487;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97525;Schwebheim;VR-Bank Schweinfurt;67135;;88;055488;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97529;Sulzheim;VR-Bank Schweinfurt;67135;;88;055490;D;0;00000000
79069010;2;VR-Bank Schweinfurt;97488;Stadtlauringen;VR-Bank Schweinfurt;67135;;88;055491;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97532;öchtelhausen;VR-Bank Schweinfurt;67135;;88;055492;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97535;Wasserlosen;VR-Bank Schweinfurt;67135;;88;055493;D;0;00000000
79069010;2;VR-Bank Schweinfurt;97502;Euerbach;VR-Bank Schweinfurt;67135;;88;055494;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97456;Dittelbrunn;VR-Bank Schweinfurt;67135;;88;055495;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97493;Bergrheinfeld;VR-Bank Schweinfurt;67135;;88;055496;U;0;00000000
79069010;2;VR-Bank Schweinfurt;97526;Sennfeld;VR-Bank Schweinfurt;67135;;88;055497;U;0;00000000
79069010;2;VR-Bank Schweinfurt (Gf P2);97421;Schweinfurt;VR-Bank Schweinfurt;77135;;88;054806;U;0;00000000
79069031;1;Raiffeisenbank BÅtthard-Gaukînigshofen;97244;BÅtthard;Raiffbk BÅtthard-Gaukînigsh;67164;GENODEF1BHD;88;024499;U;0;00000000
79069031;2;Raiffeisenbank BÅtthard-Gaukînigshofen;97957;Wittighausen;Raiffbk BÅtthard-Gaukînigsh;67164;;88;015650;U;0;00000000
79069031;2;Raiffeisenbank BÅtthard-Gaukînigshofen;97268;Kirchheim;Raiffbk BÅtthard-Gaukînigsh;67164;;88;024596;U;0;00000000
79069031;2;Raiffeisenbank BÅtthard-Gaukînigshofen;97253;Gaukînigshofen;Raiffbk BÅtthard-Gaukînigsh;67164;;88;024597;U;0;00000000
79069031;2;Raiffeisenbank BÅtthard-Gaukînigshofen;97255;Sonderhofen;Raiffbk BÅtthard-Gaukînigsh;67164;;88;024938;U;0;00000000
79069031;2;Raiffeisenbank BÅtthard-Gaukînigshofen (Gf P2);97244;BÅtthard;Raiffbk BÅtthard-Gaukînigsh;77164;;88;054807;U;0;00000000
79069090;1;Raiffeisenbank Ulsenheim-Gollhofen -alt-;97258;Gollhofen;Raiffbk Ulsenheim-Gollh-alt;67252;GENODEF1GOU;88;024615;D;0;00000000
79069145;1;Raiffeisenbank Kreuzwertheim-Hasloch -alt-;97889;Kreuzwertheim;Raiffbk Kreuzw-Hasl -alt-;67341;GENODEF1KRW;88;024734;U;1;00000000
79069150;1;Raiffeisenbank Main-Spessart;97816;Lohr a. Main;Raiffbk Main-Spessart;67346;GENODEF1GEM;88;027644;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97773;Aura i. Sinngrund;Raiffbk Main-Spessart;67346;;88;024447;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97775;Burgsinn;Raiffbk Main-Spessart;67346;;88;024505;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97776;Eu·enheim;Raiffbk Main-Spessart;67346;;88;024566;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97778;Fellen;Raiffbk Main-Spessart;67346;;88;024572;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97782;GrÑfendorf;Raiffbk Main-Spessart;67346;;88;024618;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97783;Karsbach;Raiffbk Main-Spessart;67346;;88;024707;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97785;Mittelsinn;Raiffbk Main-Spessart;67346;;88;024778;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97791;Obersinn;Raiffbk Main-Spessart;67346;;88;024833;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97225;Zellingen;Raiffbk Main-Spessart;67346;;88;024878;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97794;Rieneck;Raiffbk Main-Spessart;67346;;88;024887;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97289;ThÅngen;Raiffbk Main-Spessart;67346;;88;024966;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97780;Gîssenheim;Raiffbk Main-Spessart;67346;;88;027473;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97788;Neuendorf;Raiffbk Main-Spessart;67346;;88;027708;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97747;Karlstadt;Raiffbk Main-Spessart;67346;;88;027854;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97733;GemÅnden a. Main;Raiffbk Main-Spessart;67346;;88;033773;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97833;Frammersbach;Raiffbk Main-Spessart;67346;;88;055862;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97843;NeuhÅtten;Raiffbk Main-Spessart;67346;;88;055863;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97845;Neustadt a. Main;Raiffbk Main-Spessart;67346;;88;055864;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97846;Partenstein;Raiffbk Main-Spessart;67346;;88;055865;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97848;Rechtenbach;Raiffbk Main-Spessart;67346;;88;055866;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97851;Rothenfels;Raiffbk Main-Spessart;67346;;88;055867;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97854;Steinfeld;Raiffbk Main-Spessart;67346;;88;055868;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;63831;Wiesen;Raiffbk Main-Spessart;67346;;88;055869;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97859;Wiesthal;Raiffbk Main-Spessart;67346;;88;055870;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97820;Marktheidenfeld;Raiffbk Main-Spessart;67346;;88;055871;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97834;Birkenfeld;Raiffbk Main-Spessart;67346;;88;055872;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97837;Erlenbach b. Marktheidenfeld;Raiffbk Main-Spessart;67346;;88;055873;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97839;Esselbach;Raiffbk Main-Spessart;67346;;88;055874;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97840;Hafenlohr;Raiffbk Main-Spessart;67346;;88;055875;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97842;Karbach;Raiffbk Main-Spessart;67346;;88;055876;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97280;Remlingen;Raiffbk Main-Spessart;67346;;88;055877;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97855;Triefenstein;Raiffbk Main-Spessart;67346;;88;055878;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart;97857;Urspringen;Raiffbk Main-Spessart;67346;;88;055879;U;0;00000000
79069150;2;Raiffeisenbank Main-Spessart (Gf P2);97816;Lohr a. Main;Raiffbk Main-Spessart;77346;;88;054809;U;0;00000000
79069165;1;Volksbank Raiffeisenbank Rhîn-Grabfeld;97616;Bad Neustadt a.d.Saale;VR-Bank Rhîn-Grabfeld;67373;GENODEF1MLV;88;027679;U;0;00000000
79069165;2;Volksbank Raiffeisenbank Rhîn-Grabfeld;97650;Fladungen;VR-Bank Rhîn-Grabfeld;67373;;88;021274;U;0;00000000
79069165;2;Volksbank Raiffeisenbank Rhîn-Grabfeld;97633;Aubstadt;VR-Bank Rhîn-Grabfeld;67373;;88;024444;U;0;00000000
79069165;2;Volksbank Raiffeisenbank Rhîn-Grabfeld;97628;Bad Kînigshofen i. Grabfeld;VR-Bank Rhîn-Grabfeld;67373;;88;024731;U;0;00000000
79069165;2;Volksbank Raiffeisenbank Rhîn-Grabfeld;97647;Nordheim v.d.Rhîn;VR-Bank Rhîn-Grabfeld;67373;;88;024811;U;0;00000000
79069165;2;Volksbank Raiffeisenbank Rhîn-Grabfeld;97640;Oberstreu;VR-Bank Rhîn-Grabfeld;67373;;88;024836;U;0;00000000
